Metric,Period Type,Period,Policy Type,Issue policy,Task type,Task,Location,location_value,result
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bolivia,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bolivia,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bolivia,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Bolivia,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bolivia,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bolivia,1
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Bolivia,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bolivia,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bolivia,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bosnia and Herzegovina,4
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bosnia and Herzegovina,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bosnia and Herzegovina,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Bosnia and Herzegovina,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bosnia and Herzegovina,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bosnia and Herzegovina,1
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Bosnia and Herzegovina,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bosnia and Herzegovina,3
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bosnia and Herzegovina,3
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Brazil,462
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Brazil,280
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Brazil,951
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Brazil,0.6071
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Brazil,103
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Brazil,136
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Brazil,0.323529412
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Brazil,79
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Brazil,146
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bulgaria,1
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bulgaria,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bulgaria,2
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Bulgaria,1
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bulgaria,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bulgaria,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Bulgaria,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bulgaria,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bulgaria,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Canada,135
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Canada,7
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Canada,15
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Canada,1
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Canada,99
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Canada,109
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Canada,0.724770642
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Canada,29
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Canada,33
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Chile,43
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Chile,18
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Chile,26
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Chile,0.2222
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Chile,6
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Chile,10
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Chile,0.3
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Chile,19
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Chile,21
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Colombia,28
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Colombia,8
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Colombia,13
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Colombia,0.375
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Colombia,16
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Colombia,34
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Colombia,0.588235294
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Colombia,4
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Colombia,2
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Costa Rica,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Costa Rica,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Costa Rica,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Costa Rica,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Costa Rica,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Costa Rica,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Costa Rica,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Costa Rica,2
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Costa Rica,3
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Croatia,3
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Croatia,3
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Croatia,4
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Croatia,0.3333
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Croatia,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Croatia,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Croatia,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Croatia,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Croatia,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Cyprus,3
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Cyprus,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Cyprus,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Cyprus,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Cyprus,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Cyprus,3
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Cyprus,1
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Cyprus,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Cyprus,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Czech Republic,3
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Czech Republic,3
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Czech Republic,3
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Czech Republic,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Czech Republic,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Czech Republic,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Czech Republic,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Czech Republic,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Czech Republic,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Denmark,38
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Denmark,13
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Denmark,26
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Denmark,0.6154
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Denmark,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Denmark,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Denmark,0.5
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Denmark,23
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Denmark,38
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Dominican Republic,4
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Dominican Republic,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Dominican Republic,2
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Dominican Republic,1
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Dominican Republic,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Dominican Republic,3
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Dominican Republic,0.333333333
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Dominican Republic,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Dominican Republic,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Ecuador,28
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Ecuador,5
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Ecuador,6
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Ecuador,0.4
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Ecuador,19
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Ecuador,21
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Ecuador,0.904761905
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Ecuador,4
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Ecuador,4
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Estonia,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Estonia,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Estonia,2
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Estonia,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Estonia,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Estonia,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Estonia,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Estonia,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Estonia,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Finland,50
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Finland,43
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Finland,60
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Finland,0.7209
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Finland,5
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Finland,5
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Finland,0.8
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Finland,2
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Finland,2
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,France,1516
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,France,1455
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,France,1586
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,France,0.5816
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,France,60
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,France,81
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,France,0.444444444
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,France,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,France,1
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Germany,1769
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Germany,1655
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Germany,2136
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Germany,0.5909
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Germany,98
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Germany,108
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Germany,0.703703704
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Germany,16
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Germany,18
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Greece,51
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Greece,41
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Greece,63
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Greece,0.4634
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Greece,9
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Greece,9
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Greece,0.555555556
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Greece,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Greece,1
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Guadeloupe,13
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Guadeloupe,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Guadeloupe,2
